,Comment
2673,닝닝존나예쁘다이런ㅁㅊ
2674,아니 닝닝 무대 겁나 잘 해... 물론 에스파 모두가 잘 하는데 유독 닝닝이 눈에 많이 들어온다....ㅠㅠㅠㅠ 에스파 아마겟돈은 얼마나 더 좋을려고 이래ㅐㅐㅐ
2675,닝닝 드라마때부터 뭔가 되게 섹시해짐 ㅜㅜ
2676,정말 퀸이자 종결이네요.
2677,이번에 카리나 파트 개좋네
2678,이번 노래 완전 내 취향ㅜㅜㅜㅜㅜㅜ
2679,솔직히 드라마보다 더 취향임
2680,다들 하드리스닝이라고 하지만 나는 수퍼노바가 이지리스닝이다 귀가 스엠에 절여진 듯
2681,와... 진짜 서바이벌 커버무대 보다가 저 쫀득한 목소리의 유무가 얼마나 큰지 알게됨ㅠㅠ 아주 귀에 쫙쫙붙네ㅠㅠ 떨어지지말고 계속 붙어있어줘요
2682,세트 불나고 윈터 건강도 속상한데 그냥 걱정 말고 푹 쉬고 왔으면 좋겠다 정규인 만큼 어떤 마음가짐일지 이해가는데 건강을 최우선으로 두었으면 해 물론 뭐든 알아서 척척 잘해내는 민정이라 믿고 지켜보지만 그냥 이럴 때면 조금은 속상해서 얘기하고 싶다 무리하지만 않았으면 좋겠어
2683,They put so much of Karina’s bounce move in the choreo
2684,그동안 사차원이라고 평론가들이나 대중들에게 욕먹었지만 이제 그간의 노력이 빛을 발하는듯 너무 좋다 에스파 쇠맛 ㅎㅎ
2685,Karina's part us actually good
2686,와 하이틴도 좋긴 했지만 역시 에스파는 원래 컨셉이 넘 잘 어울리는 거 같음 이맛에 스엠돌 파지~~
2687,Ning Ning’s era without question.
2688,에스파와 에스엠이 케이팝의 구세주다..
2689,? 아니 다 예쁜건 당연한건데 닝닝 뭐임 왤케 예쁨 진심 걍 조오오온예네
2690,텐션이 끊이지도 않고 중독성 미쳤다;; 처음엔 난해하다 생각하고 안들었는데 다시 들으니 개좋음
2691,best comeback of the year
2692,ㅁㅊ닝닝 미모에 깜짝 놀람 스파이시때부터 레전드다 싶었는데 계속 더 아름다워짐;;이게가능해? 노래 너무 좋고 에스파덕분에 눈과귀가 즐겁다…이갓벽한여자들을 안 좋아할수가 없다
2693,닝닝 왤케 예쁘노..
2694,그들의 존재감은 미쳤다
2695,Aespa create their own trend   the genuine of aespa
2696,다들 잘나가는 복고풍 Y2K에 편승하지 않고 뚝심있게 미래로 가버리는 쇠맛! 4세대 근본of근본
2697,저 응원법을 벌써 저렇게나 빨리 외우시다니.. 분발하겠습니다!
2698,이 노래는 정말 강력하고 Ningning이 정말 끝내줬어요
2699,드라마의섹시함과 넥레의파워풀함이 섞인듯한아무너ㅈ좋음
2700,진짜 supernova amrgedon 꼭 우리 my들이 1위시킬거여! 일 똑바로하자 sm 그리고 윈터 우리 민정이 아프지말고 건강하게 컴백 활동 하자!
2701,진짜 중간에 카리나가 뱅 하면서 나와서 독백하는거 개레전드임 여기만 한 20번 돌려듣는듯 그 다음에 지젤 나와서 이어가는것도 개이쁘고 ㅠㅜㅠㅜ
2702,진짜 데뷔때부터 쭉 철분 낭낭하게 말아주는 그룹.. 듣기만해도 혈중 Fe농도 찐해짐.. 에스파 광야길만 걷자~
2703,에스파는 실망하지 않습니다. 에스파를 영원히 사랑해주실 사람은 손들어
2704,처음에는 뭐지? 했는데 듣다보니 중독성
2705,카리나 파트 완전 좋아
2706,this song would be a nightmare for every trainees in survival shows
2707,저는 돌고돌아도 에스파입니다…평생 쇠맛 말아주세요ㅠㅠㅠ
2708,Ningning is already insane since debut but she's just going crazy these days. Our main slayer indeed.
2709,노래 진짜 취향저격이네 에스파 최고
2710,ningning why so stunning today🥹 very perfect performance
2711,에스파를 밟을 수 없다.
2712,다좋은데 닝닝이 왤케 이쁘지..
2713,확실한건 시혁이한텐 안 밟힐듯 ㅇㅇ 너무 잘하잖아…..
2714,와아 닝닝 진짜 말도못하게 이쁨️
2715,The intro sounds like Savage. The stage looks like Black Mamba. The energy elicits Spicy. The hype resembles Drama. The addictiveness is on the Next Level.  That's aespa. My Girls!
2716,와ㅜ닝닝 개이쁘다
2717,닝닝 개이쁘다 진짜….
2718,무대로 보니까 노래랑 더 잘어울리는 느낌이라 좋아용 민정아 아프지말고 건강해야해 ㅠㅠ 힘내
2719,에스파가 장르다 에스파는 신이다
2720,sm은 ㄹㅇ 정통 명가 근본 일류 이런 수식어가 아깝지 않은 기획사같다 고유의 가치를 잃지 않고 계속해서 발전해나감
2721,다시 보니깐 뮤비 때랑 지젤 옷 다르게 입혔는데 이게 훨씬 더 예뻐 보이고 잘 어울리는 거 같은뎅..나만 그런가…?! 그리고 이번 컨셉 에스파 아니였으면 소화 해내지 못했을 듯 완전 짱스파야
2722,this makeup and look on ning2 im going to pass away she looks so good
2723,카메라 무빙 진짜 좋더…
2724,여돌들 노래 나올때마다 내 취향으로 선택해서 덕질하는 스탈인데 이번에는 에스파로 해야겠음 ㅋㅋ 다 맘에든다 다 ㅠㅠ
2725,아니.. 닝닝이는 더 예뻐질 수가 있었네...?
2726,에스파는 신기한게 가끔 노래만 들으면 이게 뭐노...하는데 음방보면 빠짐. 전에 드라마도 그랫는데
2727,노래 독특해서 너무 좋다
2728,this is the first time in a while i'm intensely watching a cb performance
2729,애프엑스부터 엑소 엔시티까지 smp 근본그룹 좋아했어서 그런지 이번 컨셉 너무 익숙하고 병맛인지 전혀 모르겠음ㅋㅋㅋㅋㅋ smp중에서도 엄청 진화한 smp로 돌아와서 너무 좋음
2730,This song is so powerful and Ningning really killed it
2731,아.오.에이. 라인 존나 잘 만듬 진짜
2732,아니 닝닝 메이크업 레전드 찍었는데...? 진짜 개미침
2733,에스파 신곡 진짜 스엠같다 옛날 스엠
2734,함성소리까지 같이 들리니깐 개신남 ㅋㅋㅋㅋㅋㅋㅋ 너무 좋아!!!!!!!!
2735,애스파 보는 마이들 마음이 수퍼노바 됨;;; 심장이 초신성 폭발해버렸음
2736,윈터 너무잘한다 진짜 수고했다!! 아프지말고 건강하게 활동 잘해보자!
2737,뮤비도 재밌는데 무대도 좋네
2738,아닝닝이가잰짜너무얘뻐
2739,윈터님 어서 회복하시고 항상 건강하시길 바래요
2740,에스파 다들 너무 예쁘고 잘하셔요 !! 윈터님 얼른 나으시고 항상 건강하시길 바래요~!
2741,닝닝 댄브 미쳤다
2742,더 더욱 새로워진 광야 같다 이 맛으로 스엠 안 좋아할 수가 없잖아...
2743,MYs have worked hard for the bridge fanchant!! Followed by Ningning’s adlibs
2744,아니 이게 어떻게 라이브얌… 너무 잘하잖아 짱스파 ㅠㅠ미쳤다 그저 너무 고맙고 경이로움
2745,아이돌까는 실력있는 기성가수들도 사랑 이별같은 남녀애정사 가요만 주구장창 찍어내는데 오히려 문화적으로 에스파같은 새로운 시도의 음악이 대중가요 더 풍성하게 만듬
2746,Aespa really said you can't step on us. This comeback is bomb. They look bomb.
2747,멤버들이랑 독보적으로 너무 잘어울림 이게 바로 에스파다
2748,컴백 첫무대를 실제로 보다니 죽어도 여한이없다 ㅜㅜ
2749,aespa setting the bar high again is insane
2750,이제 다 생라이브로 가는구나ㅋㅋㅋㅋㅋㅋ너무 잘한다
2751,This makeup style is so beautiful on them! Also this is Ningning’s era! Love it
2752,타팬인데 이번 노래 너무 중독성 있어서 음방도 보게됩니다...ㅎㅎ
2753,After hearing about the accident- I didn’t think they were gonna have a stage but AGHHHH YES ITS HEREEEE
2754,1위 가자ㅏㅏ 우리 에스파 레전드 앵콜 들어야해!!
2755,존나 존나 존나 존나 예쁘다 한명 한명 그냥 다.. 코디도 넘 찰떡이고 아 그냥 개이뻐;; 그냥 미쳤나봐 하 진짜 보컬도 개좋구 안무 다시봐도 너무 좋다 ㅠㅠ 아니 그냥 지루할틈을 안주네.. 이번 곡이 제일 좋은듯 ㅎㅎ 앞으로도 더 잘되자 우리 에스파!!!! 사랑해 언냐들 봐도 봐도 아주 그냥 존나 이쁘네;; 하 이제 앞으로 더 예뻐지면 나 미쳐  더 예뻐줘  많이 아끼고 사랑해용 언니들 에스파 짱! 최고다 걍
2756,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ노래존나 미궁인데 중독성 미쳤닼ㅋㅋㅋㅋ ㅋㅋ
2757,에스파는 너무 아름답고 재능이 있어서 누구도 밟을 수 없어요
2758,이 노래 너무좋음 노래가 너무 재밌음
2759,..? 뮤비보고 이게 무슨노래지 했는데 무대보니까 중독성오지네..ㅋㅋㅋ
2760,분명 사운드는 Y2K가 맞는데 에스파가 말아주니까 90s00s가 아니라 3000년대에서 온 거 같다고..
2761,노력이 보이는 무대 존경합니다
2762,their live singing is insane
2763,에스파 이런 새로운 시도들이 개좋은듯. ㅋㅋ 매력터짐
2764,닝닝아ㅠㅠㅠ 왜 갈수록 더 예뻐져ㅠㅠ 닝닝이 파트 많아서 넘 좋다
2765,에스파는 밟힐 수 없다
2766,They proved that they singing live
2767,에스파 매력이 후덜덜하네요ㅎㅎㅎㅎ 특히나 카리나 전성기 또 찍음
2768,와 닝닝 성대에 확성기가 있다는 말이 진짜네. 노래 진짜 잘해
2769,이런 얘기 쫌 그럴수있지만 노래고뭐고  걍 ㅈㄴ이쁘다 미친
2770,노래 듣고 뮤비 보면서 솔직히 좋을줄은 알았지만 이렇게 좋을줄은 몰랐는데🥹
2771,중독성 오지고 카리나 파트 귀에 착착 감김
2772,방시혁이 홍보해준 에스파 ㄷㄷㄷ 실력 비주얼 노래 삼박자 최고다
2773,시혁아 밟히는건 너였다ㅋㅋㅋㅋ너 빼고 다 위로 밟고 올라가는데?ㅋㅋㅋㅋㅋㅋ
2774,에스파 멤버들 다 예쁜데  이무대에서 닝이 진짜 뒤집어지게 이쁘넹...
2775,닝닝 요즘 너무 예쁘네..
2776,This stage was 🩷🩷🩷🩷 Love Aespa's Energy and the crowd was very good too.
2777,THIS PERFORMANCE IS JUST EVERYTHING OMG
2778,닝닝아… 가르마 뭔가 미묘하게 다른데 넘 이쁨 ㅜㅜㅜㅜㅜㅠ
2779,닝닝 미모 미쳤네.....
2780,중독성 개지리네 진짜 은근 좋음 ㅠㅠ
2781,무대 너무 잘해 진짜ㅠㅠㅠㅠ
2782,에스파 팬이여서 너무 좋다 요즘 너무 행복해
2783,방시혁 알고보면 에스파 팬이라서 큰 그림 그린거 아니냐며 ㅋㅋㅋㅋㅋㅋㅋ
2784,진심 미친언니들…..
2785,뉴진스 아이브 에스파 르세라핌 중에서 컨셉 정체성은 제일 확실한듯...쇠맛 오져
2786,Ningning shines this comeback. Definitely her era!
2787,super nova VS super 이끌림  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2788,시혁이 에스파보고 질질 짜고있는거 아닌가 몰라
2789,선공개곡부터 심상치 않다!! 첫 정규앨범이라니.. 솔직히 성공할 수 밖에 없음!!
2790,나는 항상 이 노래를 항상 듣는다.
2791,닝닝 너무 예쁘당!!!
2792,kpop도 끊임없이 뭔가를 계속 도전하고 변화를 시도해야지...충분히 좋은 노력이라고 생각됨...
2793,음원보다 뭔가 현장이 훨씬 찰떡이넹 춤까지 너무 잘어울린다 🫶
2794,NINGNING ITS SO BEAUTIFULL SLAY GIRL
2795,AESPA NEVER DISSAPOINTED
2796,aespa… Winter you did so well… all the girls did
2797,Thank god they changed giselle outifit. The outfit in MV was same as backup dancers. Giselle deserves best
2798,いやカッコよすぎだろ 惚れるわこんなん
2799,미쳤다… 모든 멤버가 올라운더라 그런지 무슨 컨셉을 들고와도 먹힘
2800,애들이 귀엽게 직접만든 응원법 기깔나게 하는 마이들 그팬에 그가수라더니 다들 너무 귀엽다… 정규1집 에스파 화이팅이에요 응원한다 너무
2801,헉 닝이 미모 무슨일.. 기절 각 ㅠㅠ
2802,돌고돌아 뭐다? 스엠이다~~
2803,이번에 닝닝 미쳤다 진짜 왤케 잘해
2804,라이브인건가 숨소리 들리는 것도 좋고 너무 잘불러ㅠㅠㅠㅠ 진짜 잘되길
2805,ㅋㅋㅋㅋㅋㅋㅋㅋ와 그냥 너무 잘한다 노래 잘 뽑았다
2806,에스파 신곡 선공개 미쳤다...
2807,That 'Dont forget my name' from Ningning is so
2808,에스파가 미래다 !!!!
2809,역시 작곡은 캔지다 ㅠ 내가 좋아했던 에펙스 Jet듣고 충격받았던걸 상기시킴
2810,스엠이 근본은 근본이다. 에세스부터 에스파까지 겹치는 걸그룹이 하나도 없었음.
2811,Winter get well soon
2812,이게 아이돌이다 ㅠㅠ
2813,사랑해 카리나️
2814,Ningning slay in that dance break with her stage presence I’m afraid
2815,신선하네. 뮤직비디오보고 뭐지? 했는데 기대이상이다.
2816,진짜 닝닝존나이쁘다
2817,winter you did a great job
2818,색감 블맘 느낌나고 너무 좋다.....
2819,하 최고 운동할때 무한반복했어요
2820,아니 닝닝 진짜 왜케 예쁘지;; 카리나 원탑이라 생각했는데 닝닝 이번 미모 미쳤다 진짜...
2821,와 닝닝 ㅁㅊ는데
2822,Winter please get well soon
2823,Debut concept BLACK MAMBA vibe is back 🥹🥹🥹️‍️‍️‍️‍️‍️‍
2824,I love supernova stage
2825,닝닝아.... 찢었다....
2826,착장도 너무 예쁨... 옷 재질까지 각자한테 찰떡임
2827,The best girl group frrrrr
2828,the 'don't forget my name' part is so cool
2829,닝닝 대박 ㅠㅠ
2830,닝닝 개이쁘다
2831,닝닝아 오ㅑㄹ케 이뻐…
2832,감히 누가 에스파를 따라할까....... 독보적인 유니크함 그게 바로 에스파
2833,Ning ning is so pretty
2834,제가 이 무대를 실제로 봤습니다... 원 샷 원 킬 무대  아무도 안 다치고 무사히 잘 마쳐서 넘 다행이고 울 민정이 푹 쉬어 고생 많아따  엣깅이들 덕분에 기가 살아
2835,닝닝 비주얼 뭐지 이번 코디 지리네
2836,라이브 다 들리네..
2837,독보적. 독창적. 에스파 미쳤다!
2838,아 무대 중독성 쩐닼ㅋㅋㅋㅋㅋ하 게다가 라이브라니 도파민미쳤어
2839,와 ㅈㄴ 좋네 뮤비도 좋았는데 무대로 보니까 노래가 더 좋음
2840,에스파 짱
2841,생일파티에 불 지르고 그 앞에서 틱톡 찍고 차도 부시고벽도 부시고 공허한 눈빛 보이며 날라가도 멋찐 우리 짱스파…멋쨔잉
2842,My Winter did so well... Get some rest babeeee
2843,OMG NINGNING'S RUN IS SO MAJESTIC. SHOW THEM MAIN VOCALIST OF AESPA ️‍
2844,닝닝 존나이쁘네
2845,닝닝 개이쁘네
2846,윈터야 넘 잘했고 아프지말자 사랑해
2847,카리나 바디뱅 << 진짜 입에 착 붙음 ㅠㅠㅠㅠㅠㅠ 너무 좋아 카리나..
2848,욕나오게 좋음.. 미치게 좋음..
2849,데뷔초의 신선한 느낌
2850,Ningning why are you so beautiful
2851,WINTER KILLED THIS CHOREO
2852,aespa never dissapointed.
2853,개인적으로 안무가 맛있다
2854,진짜 수퍼노바 최고야 오늘 무대도 완벽했고 노래만 듣다가 안무랑 같이 보니까 더 좋네 이런 감성은 에스파 밖에 못낼꺼야 진짜 넘 좋아 울스파 다 밟아버려
2855,얘네가 찐독기지..데뷔초에 얼마나 많이 억까당했는데ㅠ
2856,이 노래 왜케 중독 되냐
2857,아니 이런 컨셉이 어떻게 나올 때마다 먹히고 멋있는거지???? 진짜 미칠 것 가타ㅜ
2858,개인적으로 드라마보다 훨 낫다
2859,this stage set reminds me of black mamba set. SUPERNOVAA
2860,fx 레드라잇의 향기가... 그립읍니다 ㅠㅠ
2861,NingNing is goddess here
2862,Minjeong look's like doll
2863,やっぱ！aespaは別格だね🫢︎️
2864,진짜 ㅈㄴ 독보적이네 컨셉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2865,Those were live vocals u can hear it. Also their practice recording was canceled as mcoundown had an accident
2866,Winter cantik kaliiii
2867,Ningning truly a main slayer!!!
2868,와….닝닝 너무 이쁨
2869,Get well soon Winter
2870,윈터 정말 너무 예쁘네 최고다
2871,닝닝 미모 미쳤다ㅋㅋㅋㅋ
2872,Aespa comeback never dissapointed us    SU SU SU SUPERNOVA
2873,에스파 첫 정규앨범 선공개곡 슈퍼노바 발매 축하해ㅠㅠㅠ  무대 너무 멋지고 예쁘고 아름답고 다해!!   +) 윈터 아푸지마ㅠㅠㅠㅠ 건강하게만 활동하자 🥹
2874,Ningning really owned this choreo and her sp
2875,omg ningning is made for this era
2876,오늘 헤메코도 미쳤고 무대도 너무 잘해서 빛나는 지민정애리닝이였다....️ 슈퍼노바 엠카 무대에서 보니까 구성도 레전드고 여신 짱스파 최고️
